Test ID,Moves Count,Visited States Count,Execution Time,Path
0,6,14,0.0009992122650146484,"[[[], [0, 1, 1], [2, 0, 1], [0, 2, 2]], [[1], [0, 1, 1], [2, 0], [0, 2, 2]], [[1, 1], [0, 1], [2, 0], [0, 2, 2]], [[1, 1, 1], [0], [2, 0], [0, 2, 2]], [[1, 1, 1], [0, 0], [2], [0, 2, 2]], [[1, 1, 1], [0, 0], [2, 2], [0, 2]], [[1, 1, 1], [0, 0], [2, 2, 2], [0]]]"
1,14,37,0.001065969467163086,"[[[], [0, 2, 0, 2], [3, 3, 2, 0], [3, 0, 1, 3], [2, 1, 1, 1]], [[1], [0, 2, 0, 2], [3, 3, 2, 0], [3, 0, 1, 3], [2, 1, 1]], [[1, 1], [0, 2, 0, 2], [3, 3, 2, 0], [3, 0, 1, 3], [2, 1]], [[1, 1, 1], [0, 2, 0, 2], [3, 3, 2, 0], [3, 0, 1, 3], [2]], [[1, 1, 1], [0, 2, 0], [3, 3, 2, 0], [3, 0, 1, 3], [2, 2]], [[1, 1, 1], [0, 2, 0, 0], [3, 3, 2], [3, 0, 1, 3], [2, 2]], [[1, 1, 1], [0, 2, 0, 0], [3, 3], [3, 0, 1, 3], [2, 2, 2]], [[1, 1, 1], [0, 2, 0, 0], [3, 3, 3], [3, 0, 1], [2, 2, 2]], [[1, 1, 1, 1], [0, 2, 0, 0], [3, 3, 3], [3, 0], [2, 2, 2]], [[1, 1, 1, 1], [0, 2, 0], [3, 3, 3], [3, 0, 0], [2, 2, 2]], [[1, 1, 1, 1], [0, 2], [3, 3, 3], [3, 0, 0, 0], [2, 2, 2]], [[1, 1, 1, 1], [0], [3, 3, 3], [3, 0, 0, 0], [2, 2, 2, 2]], [[1, 1, 1, 1], [0, 0], [3, 3, 3], [3, 0, 0], [2, 2, 2, 2]], [[1, 1, 1, 1], [0, 0, 0], [3, 3, 3], [3, 0], [2, 2, 2, 2]], [[1, 1, 1, 1], [0, 0, 0, 0], [3, 3, 3], [3], [2, 2, 2, 2]]]"
2,11,25,0.0009789466857910156,"[[[], [3, 3, 0, 2], [0, 2, 0, 2], [1, 2, 0, 1], [1, 1, 3, 3]], [[2], [3, 3, 0, 2], [0, 2, 0], [1, 2, 0, 1], [1, 1, 3, 3]], [[2, 2], [3, 3, 0], [0, 2, 0], [1, 2, 0, 1], [1, 1, 3, 3]], [[2, 2], [3, 3, 0, 0], [0, 2], [1, 2, 0, 1], [1, 1, 3, 3]], [[2, 2, 2], [3, 3, 0, 0], [0], [1, 2, 0, 1], [1, 1, 3, 3]], [[2, 2, 2], [3, 3, 0], [0, 0], [1, 2, 0, 1], [1, 1, 3, 3]], [[2, 2, 2], [3, 3], [0, 0, 0], [1, 2, 0, 1], [1, 1, 3, 3]], [[2, 2, 2], [3, 3, 3], [0, 0, 0], [1, 2, 0, 1], [1, 1, 3]], [[2, 2, 2], [3, 3, 3, 3], [0, 0, 0], [1, 2, 0, 1], [1, 1]], [[2, 2, 2], [3, 3, 3, 3], [0, 0, 0], [1, 2, 0], [1, 1, 1]], [[2, 2, 2], [3, 3, 3, 3], [0, 0, 0, 0], [1, 2], [1, 1, 1]], [[2, 2, 2, 2], [3, 3, 3, 3], [0, 0, 0, 0], [1], [1, 1, 1]]]"
3,26,266,0.007673501968383789,"[[[], [], [2, 3, 3, 2, 1], [1, 2, 4, 4, 2], [0, 0, 3, 3, 1], [1, 4, 2, 4, 0], [3, 4, 0, 1, 0]], [[1], [], [2, 3, 3, 2, 1], [1, 2, 4, 4, 2], [0, 0, 3, 3], [1, 4, 2, 4, 0], [3, 4, 0, 1, 0]], [[1, 1], [], [2, 3, 3, 2], [1, 2, 4, 4, 2], [0, 0, 3, 3], [1, 4, 2, 4, 0], [3, 4, 0, 1, 0]], [[1, 1], [3], [2, 3, 3, 2], [1, 2, 4, 4, 2], [0, 0, 3], [1, 4, 2, 4, 0], [3, 4, 0, 1, 0]], [[1, 1], [3, 3], [2, 3, 3, 2], [1, 2, 4, 4, 2], [0, 0], [1, 4, 2, 4, 0], [3, 4, 0, 1, 0]], [[1, 1], [3, 3], [2, 3, 3, 2], [1, 2, 4, 4, 2], [0, 0, 0], [1, 4, 2, 4, 0], [3, 4, 0, 1]], [[1, 1, 1], [3, 3], [2, 3, 3, 2], [1, 2, 4, 4, 2], [0, 0, 0], [1, 4, 2, 4, 0], [3, 4, 0]], [[1, 1, 1], [3, 3], [2, 3, 3, 2], [1, 2, 4, 4, 2], [0, 0, 0, 0], [1, 4, 2, 4, 0], [3, 4]], [[1, 1, 1], [3, 3], [2, 3, 3, 2], [1, 2, 4, 4, 2], [0, 0, 0, 0, 0], [1, 4, 2, 4], [3, 4]], [[1, 1, 1], [3, 3], [2, 3, 3, 2], [1, 2, 4, 4, 2], [0, 0, 0, 0, 0], [1, 4, 2, 4, 4], [3]], [[1, 1, 1], [3, 3, 3], [2, 3, 3, 2], [1, 2, 4, 4, 2], [0, 0, 0, 0, 0], [1, 4, 2, 4, 4], []], [[1, 1, 1], [3, 3, 3], [2, 3, 3, 2, 2], [1, 2, 4, 4], [0, 0, 0, 0, 0], [1, 4, 2, 4, 4], []], [[1, 1, 1], [3, 3, 3], [2, 3, 3, 2, 2], [1, 2, 4], [0, 0, 0, 0, 0], [1, 4, 2, 4, 4], [4]], [[1, 1, 1], [3, 3, 3], [2, 3, 3, 2, 2], [1, 2], [0, 0, 0, 0, 0], [1, 4, 2, 4, 4], [4, 4]], [[1, 1, 1], [3, 3, 3], [2, 3, 3, 2, 2], [1, 2], [0, 0, 0, 0, 0], [1, 4, 2, 4], [4, 4, 4]], [[1, 1, 1], [3, 3, 3], [2, 3, 3, 2, 2], [1, 2], [0, 0, 0, 0, 0], [1, 4, 2], [4, 4, 4, 4]], [[1, 1, 1], [3, 3, 3], [2, 3, 3, 2, 2], [1, 2, 2], [0, 0, 0, 0, 0], [1, 4], [4, 4, 4, 4]], [[1, 1, 1], [3, 3, 3], [2, 3, 3, 2, 2], [1, 2, 2], [0, 0, 0, 0, 0], [1], [4, 4, 4, 4, 4]], [[1, 1, 1, 1], [3, 3, 3], [2, 3, 3, 2, 2], [1, 2, 2], [0, 0, 0, 0, 0], [], [4, 4, 4, 4, 4]], [[1, 1, 1, 1], [3, 3, 3], [2, 3, 3, 2], [1, 2, 2, 2], [0, 0, 0, 0, 0], [], [4, 4, 4, 4, 4]], [[1, 1, 1, 1], [3, 3, 3], [2, 3, 3], [1, 2, 2, 2, 2], [0, 0, 0, 0, 0], [], [4, 4, 4, 4, 4]], [[1, 1, 1, 1], [3, 3, 3, 3], [2, 3], [1, 2, 2, 2, 2], [0, 0, 0, 0, 0], [], [4, 4, 4, 4, 4]], [[1, 1, 1, 1], [3, 3, 3, 3, 3], [2], [1, 2, 2, 2, 2], [0, 0, 0, 0, 0], [], [4, 4, 4, 4, 4]], [[1, 1, 1, 1], [3, 3, 3, 3, 3], [2, 2], [1, 2, 2, 2], [0, 0, 0, 0, 0], [], [4, 4, 4, 4, 4]], [[1, 1, 1, 1], [3, 3, 3, 3, 3], [2, 2, 2], [1, 2, 2], [0, 0, 0, 0, 0], [], [4, 4, 4, 4, 4]], [[1, 1, 1, 1], [3, 3, 3, 3, 3], [2, 2, 2, 2], [1, 2], [0, 0, 0, 0, 0], [], [4, 4, 4, 4, 4]], [[1, 1, 1, 1], [3, 3, 3, 3, 3], [2, 2, 2, 2, 2], [1], [0, 0, 0, 0, 0], [], [4, 4, 4, 4, 4]]]"
4,26,197,0.004008054733276367,"[[[], [], [2, 2, 0, 3, 4], [4, 2, 2, 0, 1], [1, 0, 4, 3, 2], [4, 0, 1, 3, 1], [3, 4, 1, 0, 3]], [[], [3], [2, 2, 0, 3, 4], [4, 2, 2, 0, 1], [1, 0, 4, 3, 2], [4, 0, 1, 3, 1], [3, 4, 1, 0]], [[0], [3], [2, 2, 0, 3, 4], [4, 2, 2, 0, 1], [1, 0, 4, 3, 2], [4, 0, 1, 3, 1], [3, 4, 1]], [[0], [3], [2, 2, 0, 3, 4], [4, 2, 2, 0], [1, 0, 4, 3, 2], [4, 0, 1, 3, 1], [3, 4, 1, 1]], [[0, 0], [3], [2, 2, 0, 3, 4], [4, 2, 2], [1, 0, 4, 3, 2], [4, 0, 1, 3, 1], [3, 4, 1, 1]], [[0, 0], [3], [2, 2, 0, 3, 4], [4, 2, 2, 2], [1, 0, 4, 3], [4, 0, 1, 3, 1], [3, 4, 1, 1]], [[0, 0], [3, 3], [2, 2, 0, 3, 4], [4, 2, 2, 2], [1, 0, 4], [4, 0, 1, 3, 1], [3, 4, 1, 1]], [[0, 0], [3, 3], [2, 2, 0, 3], [4, 2, 2, 2], [1, 0, 4, 4], [4, 0, 1, 3, 1], [3, 4, 1, 1]], [[0, 0], [3, 3, 3], [2, 2, 0], [4, 2, 2, 2], [1, 0, 4, 4], [4, 0, 1, 3, 1], [3, 4, 1, 1]], [[0, 0, 0], [3, 3, 3], [2, 2], [4, 2, 2, 2], [1, 0, 4, 4], [4, 0, 1, 3, 1], [3, 4, 1, 1]], [[0, 0, 0], [3, 3, 3], [2, 2, 2], [4, 2, 2], [1, 0, 4, 4], [4, 0, 1, 3, 1], [3, 4, 1, 1]], [[0, 0, 0], [3, 3, 3], [2, 2, 2, 2], [4, 2], [1, 0, 4, 4], [4, 0, 1, 3, 1], [3, 4, 1, 1]], [[0, 0, 0], [3, 3, 3], [2, 2, 2, 2, 2], [4], [1, 0, 4, 4], [4, 0, 1, 3, 1], [3, 4, 1, 1]], [[0, 0, 0], [3, 3, 3], [2, 2, 2, 2, 2], [], [1, 0, 4, 4, 4], [4, 0, 1, 3, 1], [3, 4, 1, 1]], [[0, 0, 0], [3, 3, 3], [2, 2, 2, 2, 2], [], [1, 0, 4, 4, 4], [4, 0, 1, 3], [3, 4, 1, 1, 1]], [[0, 0, 0], [3, 3, 3, 3], [2, 2, 2, 2, 2], [], [1, 0, 4, 4, 4], [4, 0, 1], [3, 4, 1, 1, 1]], [[0, 0, 0], [3, 3, 3, 3], [2, 2, 2, 2, 2], [1], [1, 0, 4, 4, 4], [4, 0, 1], [3, 4, 1, 1]], [[0, 0, 0], [3, 3, 3, 3], [2, 2, 2, 2, 2], [1, 1], [1, 0, 4, 4, 4], [4, 0, 1], [3, 4, 1]], [[0, 0, 0], [3, 3, 3, 3], [2, 2, 2, 2, 2], [1, 1, 1], [1, 0, 4, 4, 4], [4, 0, 1], [3, 4]], [[0, 0, 0], [3, 3, 3, 3], [2, 2, 2, 2, 2], [1, 1, 1, 1], [1, 0, 4, 4, 4], [4, 0], [3, 4]], [[0, 0, 0, 0], [3, 3, 3, 3], [2, 2, 2, 2, 2], [1, 1, 1, 1], [1, 0, 4, 4, 4], [4], [3, 4]], [[0, 0, 0, 0], [3, 3, 3, 3], [2, 2, 2, 2, 2], [1, 1, 1, 1], [1, 0, 4, 4, 4], [4, 4], [3]], [[0, 0, 0, 0], [3, 3, 3, 3, 3], [2, 2, 2, 2, 2], [1, 1, 1, 1], [1, 0, 4, 4, 4], [4, 4], []], [[0, 0, 0, 0], [3, 3, 3, 3, 3], [2, 2, 2, 2, 2], [1, 1, 1, 1], [1, 0, 4, 4], [4, 4, 4], []], [[0, 0, 0, 0], [3, 3, 3, 3, 3], [2, 2, 2, 2, 2], [1, 1, 1, 1], [1, 0, 4], [4, 4, 4, 4], []], [[0, 0, 0, 0], [3, 3, 3, 3, 3], [2, 2, 2, 2, 2], [1, 1, 1, 1], [1, 0], [4, 4, 4, 4, 4], []], [[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [2, 2, 2, 2, 2], [1, 1, 1, 1], [1], [4, 4, 4, 4, 4], []]]"
5,38,838,0.024426937103271484,"[[[], [], [1, 2, 3, 0, 0, 0], [2, 2, 1, 2, 3, 1], [3, 3, 4, 1, 4, 0], [4, 3, 2, 4, 5, 3], [5, 5, 5, 2, 5, 1], [5, 4, 1, 0, 4, 0]], [[], [0], [1, 2, 3, 0, 0, 0], [2, 2, 1, 2, 3, 1], [3, 3, 4, 1, 4, 0], [4, 3, 2, 4, 5, 3], [5, 5, 5, 2, 5, 1], [5, 4, 1, 0, 4]], [[], [0, 0], [1, 2, 3, 0, 0, 0], [2, 2, 1, 2, 3, 1], [3, 3, 4, 1, 4], [4, 3, 2, 4, 5, 3], [5, 5, 5, 2, 5, 1], [5, 4, 1, 0, 4]], [[], [0, 0], [1, 2, 3, 0, 0, 0], [2, 2, 1, 2, 3, 1], [3, 3, 4, 1, 4, 4], [4, 3, 2, 4, 5, 3], [5, 5, 5, 2, 5, 1], [5, 4, 1, 0]], [[], [0, 0, 0], [1, 2, 3, 0, 0, 0], [2, 2, 1, 2, 3, 1], [3, 3, 4, 1, 4, 4], [4, 3, 2, 4, 5, 3], [5, 5, 5, 2, 5, 1], [5, 4, 1]], [[], [0, 0, 0, 0], [1, 2, 3, 0, 0], [2, 2, 1, 2, 3, 1], [3, 3, 4, 1, 4, 4], [4, 3, 2, 4, 5, 3], [5, 5, 5, 2, 5, 1], [5, 4, 1]], [[], [0, 0, 0, 0, 0], [1, 2, 3, 0], [2, 2, 1, 2, 3, 1], [3, 3, 4, 1, 4, 4], [4, 3, 2, 4, 5, 3], [5, 5, 5, 2, 5, 1], [5, 4, 1]], [[], [0, 0, 0, 0, 0, 0], [1, 2, 3], [2, 2, 1, 2, 3, 1], [3, 3, 4, 1, 4, 4], [4, 3, 2, 4, 5, 3], [5, 5, 5, 2, 5, 1], [5, 4, 1]], [[], [0, 0, 0, 0, 0, 0], [1, 2, 3, 3], [2, 2, 1, 2, 3, 1], [3, 3, 4, 1, 4, 4], [4, 3, 2, 4, 5], [5, 5, 5, 2, 5, 1], [5, 4, 1]], [[], [0, 0, 0, 0, 0, 0], [1, 2, 3, 3], [2, 2, 1, 2, 3, 1], [3, 3, 4, 1, 4, 4], [4, 3, 2, 4, 5], [5, 5, 5, 2, 5], [5, 4, 1, 1]], [[], [0, 0, 0, 0, 0, 0], [1, 2, 3, 3], [2, 2, 1, 2, 3, 1], [3, 3, 4, 1, 4, 4], [4, 3, 2, 4], [5, 5, 5, 2, 5, 5], [5, 4, 1, 1]], [[1], [0, 0, 0, 0, 0, 0], [1, 2, 3, 3], [2, 2, 1, 2, 3, 1], [3, 3, 4, 1, 4, 4], [4, 3, 2, 4], [5, 5, 5, 2, 5, 5], [5, 4, 1]], [[1, 1], [0, 0, 0, 0, 0, 0], [1, 2, 3, 3], [2, 2, 1, 2, 3, 1], [3, 3, 4, 1, 4, 4], [4, 3, 2, 4], [5, 5, 5, 2, 5, 5], [5, 4]], [[1, 1, 1], [0, 0, 0, 0, 0, 0], [1, 2, 3, 3], [2, 2, 1, 2, 3], [3, 3, 4, 1, 4, 4], [4, 3, 2, 4], [5, 5, 5, 2, 5, 5], [5, 4]], [[1, 1, 1], [0, 0, 0, 0, 0, 0], [1, 2, 3, 3], [2, 2, 1, 2, 3], [3, 3, 4, 1, 4], [4, 3, 2, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4]], [[1, 1, 1], [0, 0, 0, 0, 0, 0], [1, 2, 3, 3], [2, 2, 1, 2, 3], [3, 3, 4, 1], [4, 3, 2, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4]], [[1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [1, 2, 3, 3], [2, 2, 1, 2, 3], [3, 3, 4], [4, 3, 2, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4]], [[1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [1, 2, 3, 3], [2, 2, 1, 2, 3], [3, 3], [4, 3, 2, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4]], [[1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [1, 2, 3], [2, 2, 1, 2, 3], [3, 3, 3], [4, 3, 2, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4]], [[1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [1, 2], [2, 2, 1, 2, 3], [3, 3, 3, 3], [4, 3, 2, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4]], [[1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [1, 2], [2, 2, 1, 2], [3, 3, 3, 3, 3], [4, 3, 2, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4]], [[1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [1, 2, 2], [2, 2, 1], [3, 3, 3, 3, 3], [4, 3, 2, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4]], [[1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [1, 2, 2], [2, 2], [3, 3, 3, 3, 3], [4, 3, 2, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4]], [[1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [1, 2], [2, 2, 2], [3, 3, 3, 3, 3], [4, 3, 2, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4]], [[1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [1], [2, 2, 2, 2], [3, 3, 3, 3, 3], [4, 3, 2, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2], [3, 3, 3, 3, 3], [4, 3, 2, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2], [3, 3, 3, 3, 3], [4, 3, 2, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4, 4]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2], [3, 3, 3, 3, 3], [4, 3, 2, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4, 4, 4]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2], [3, 3, 3, 3, 3], [4, 3, 2], [5, 5, 5, 2, 5, 5], [5, 4, 4, 4, 4, 4]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2, 2], [3, 3, 3, 3, 3], [4, 3], [5, 5, 5, 2, 5, 5], [5, 4, 4, 4, 4, 4]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2, 2], [3, 3, 3, 3, 3, 3], [4], [5, 5, 5, 2, 5, 5], [5, 4, 4, 4, 4, 4]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2, 2], [3, 3, 3, 3, 3, 3], [4, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4, 4, 4]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2, 2], [3, 3, 3, 3, 3, 3], [4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4, 4]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2, 2], [3, 3, 3, 3, 3, 3], [4, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4, 4]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2, 2], [3, 3, 3, 3, 3, 3], [4, 4, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5, 4]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2, 2], [3, 3, 3, 3, 3, 3], [4, 4, 4, 4, 4, 4], [5, 5, 5, 2, 5, 5], [5]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2, 2], [3, 3, 3, 3, 3, 3], [4, 4, 4, 4, 4, 4], [5, 5, 5, 2, 5], [5, 5]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2, 2], [3, 3, 3, 3, 3, 3], [4, 4, 4, 4, 4, 4], [5, 5, 5, 2], [5, 5, 5]], [[1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [], [2, 2, 2, 2, 2, 2], [3, 3, 3, 3, 3, 3], [4, 4, 4, 4, 4, 4], [5, 5, 5], [5, 5, 5]]]"
